Id,SalePrice
1461,119132.29071262927
1462,168236.97278989386
1463,181742.90511724522
1464,185652.81466851707
1465,188716.83160770393
1466,179842.91390402097
1467,172394.90497459663
1468,172100.70135200457
1469,174930.0513225255
1470,124438.91654598455
1471,197098.07162754156
1472,96607.48675677802
1473,94428.48929246156
1474,153058.6634417005
1475,118848.19385330605
1476,351466.10073917714
1477,262053.6932425136
1478,306149.4037356208
1479,295438.8292528859
1480,543254.6983498977
1481,314895.5368149762
1482,202900.44326447407
1483,182093.04201579507
1484,169851.5740690031
1485,174984.78610416787
1486,192849.68125743384
1487,315174.135973941
1488,223514.3511489179
1489,197111.4066001127
1490,230832.35188716959
1491,190785.21821426763
1492,86175.58395440248
1493,169307.7009343283
1494,294574.8987580259
1495,283654.1640196614
1496,230038.8433748948
1497,180315.7142522955
1498,167437.0507188689
1499,161494.26896918935
1500,164789.30944026628
1501,175028.26592812594
1502,158493.78164924524
1503,271497.28445249423
1504,231763.39117942296
1505,223889.6370897103
1506,175653.46062169343
1507,250634.01853559155
1508,196160.03326069645
1509,162734.60206018743
1510,153053.45252977623
1511,153739.97072045837
1512,172378.320402942
1513,142485.23629959644
1514,157270.4427855745
1515,193975.27155897225
1516,147964.04237570261
1517,164151.60485140976
1518,138642.38954478718
1519,221878.593458123
1520,136386.22657977047
1521,138083.2370287475
1522,168577.38153131766
1523,113508.56059317668
1524,122823.85029965447
1525,125156.15021951987
1526,122108.35502095455
1527,107010.77458557587
1528,133447.62949758524
1529,147593.50550693783
1530,171640.80008714818
1531,102750.49585058178
1532,92019.68863152608
1533,147167.76048132847
1534,124272.63290278264
1535,152191.8954302809
1536,111386.40252762745
1537,69996.19102158606
1538,144698.5834381781
1539,185289.162337169
1540,108599.25566403332
1541,138325.26711489153
1542,142432.82333752094
1543,196308.25434618635
1544,82545.01238823908
1545,101366.68362529385
1546,122350.93641672016
1547,137995.0287634083
1548,131926.81762419222
1549,114860.23987634527
1550,133530.26629896925
1551,111230.27012746388
1552,129802.30415585946
1553,135846.30873878882
1554,116439.39390125911
1555,170307.44800219336
1556,86749.02791193654
1557,99329.29410217628
1558,81656.09072133167
1559,80052.11564475411
1560,135633.83582170587
1561,134306.46489771747
1562,132589.83762958745
1563,119922.2036891642
1564,160132.2160495742
1565,151264.71874006337
1566,235204.33915032516
1567,80022.29606264379
1568,237183.9113702469
1569,134859.71039754516
1570,137974.5864174058
1571,122385.3559121952
1572,148453.25093553943
1573,219191.33753191226
1574,110790.81707976393
1575,215190.145094751
1576,234843.2436290983
1577,194172.88052081908
1578,144567.0009742111
1579,141173.32991374517
1580,184148.9026155427
1581,148151.40977131427
1582,125470.65952819954
1583,352876.5188605161
1584,239603.9613826898
1585,143135.5549823146
1586,80791.6545119218
1587,98601.30168739054
1588,150885.23394877018
1589,105022.23672880178
1590,134403.23406920803
1591,90790.01846274808
1592,128454.29787343863
1593,118258.4062337527
1594,123661.97303777887
1595,109433.6452294294
1596,236511.12018404345
1597,180618.77312721737
1598,201803.6337480462
1599,170355.47127326325
1600,169845.6317287506
1601,62952.338132884695
1602,113587.41609780169
1603,68294.5319986827
1604,274548.1960937657
1605,238065.30384648978
1606,163896.2536610886
1607,171613.93782031798
1608,213082.82644494067
1609,187929.8026215616
1610,160045.21978407502
1611,142835.22415386245
1612,175502.63430109742
1613,171379.37814970405
1614,115582.16035741882
1615,86564.5903262592
1616,80562.6744090796
1617,85118.81380773403
1618,126622.45398619538
1619,141679.8959397297
1620,160988.2567850635
1621,141954.87660782118
1622,140713.45993476576
1623,274719.6218969395
1624,216876.58731400644
1625,123879.41023671937
1626,166877.2817065043
1627,184565.09625929542
1628,267403.30912036565
1629,176154.35545290573
1630,384118.7221322733
1631,210604.78612077388
1632,235404.9867302109
1633,171872.40630336094
1634,181973.45877664522
1635,179842.91390402097
1636,163715.12948593116
1637,195110.55602478125
1638,196604.16106090767
1639,174031.17854247623
1640,247612.6308087705
1641,171438.9964194114
1642,232513.87849308495
1643,228047.67174116013
1644,229134.3233083083
1645,208027.7702225825
1646,157666.26611499887
1647,162734.60206018743
1648,136096.90333678678
1649,139896.54170979094
1650,127528.15339031667
1651,122129.06853177315
1652,97404.45872936901
1653,96984.13152238779
1654,148267.05437351004
1655,140234.3760685835
1656,146285.63294443005
1657,147964.04237570261
1658,151651.14272335125
1659,123868.54536720304
1660,146550.17902725376
1661,513521.7592329822
1662,391265.4816035413
1663,413199.1436286731
1664,567397.9416018107
1665,313284.8704530165
1666,331409.0209480437
1667,374382.9697608149
1668,356429.504319171
1669,293237.66179942724
1670,350843.6006622342
1671,279815.0275619743
1672,471709.31756976293
1673,315734.07394105854
1674,245010.39630639495
1675,192927.1010425854
1676,190971.44437275766
1677,212186.49253788523
1678,532077.3155073744
1679,407085.45484722493
1680,315679.99058045127
1681,238828.97886860016
1682,314499.8396289683
1683,185775.45322338177
1684,173510.21666069684
1685,173503.72064227785
1686,173128.20100042908
1687,170945.5785606088
1688,194752.15166875152
1689,186797.27958253876
1690,185193.9550427913
1691,175653.46062169343
1692,256748.49277207963
1693,169884.72163583478
1694,180315.7142522955
1695,171300.35695736166
1696,274726.1274253932
1697,172922.54081670425
1698,355523.85279264435
1699,348703.2081834661
1700,254051.227076097
1701,263274.6859931338
1702,257095.0488044241
1703,254217.13108741044
1704,294915.2081096859
1705,232802.007077165
1706,354408.218615251
1707,213145.95717825132
1708,216065.36333678095
1709,263274.6859931338
1710,221096.0481046458
1711,252031.38698237637
1712,263000.6321654161
1713,276339.9930859968
1714,214239.51336657294
1715,204286.573628843
1716,175653.46062169343
1717,167618.66840385707
1718,135049.75389340182
1719,205308.5727268802
1720,238065.30384648978
1721,156832.40882119705
1722,116558.48231801711
1723,160786.8624532401
1724,204818.89272213486
1725,234843.2436290983
1726,186492.0685241895
1727,167559.43443869968
1728,178097.07340088853
1729,163406.8147598989
1730,159343.58420385356
1731,123169.28306255105
1732,131243.00112807122
1733,118313.42181153149
1734,120924.08360899477
1735,130826.41848522866
1736,107526.55482634674
1737,301725.34365479724
1738,233951.0900668808
1739,268587.4017474811
1740,232156.96997571157
1741,185472.18364840435
1742,174497.78604875595
1743,177402.72637641922
1744,315286.83335175517
1745,215129.8683532597
1746,193540.58552590694
1747,221259.37688252793
1748,217735.2980762503
1749,154430.54954185715
1750,135316.55343665043
1751,233179.80437306792
1752,121840.9234405693
1753,149098.44178369173
1754,191743.02041205735
1755,173283.52608271537
1756,127267.0997711176
1757,118531.03412027801
1758,146605.6776068992
1759,163226.04493291563
1760,170430.21568094875
1761,146468.5924751019
1762,173289.27164127413
1763,172061.3939598281
1764,117223.63562923175
1765,145614.94570276843
1766,183310.6991500452
1767,229329.729836114
1768,143735.65408119763
1769,169580.66145079336
1770,148680.53373347124
1771,129698.55151642826
1772,137346.95306763297
1773,130019.6137984291
1774,146832.03344347363
1775,141949.28326401263
1776,124578.54746702107
1777,116029.045673333
1778,134732.98841760098
1779,116304.66699856007
1780,168633.32570317754
1781,135442.90110826533
1782,95700.16250578765
1783,137688.8762756784
1784,101156.39794736035
1785,117207.36314800433
1786,150404.4156361997
1787,155853.43334073504
1788,62283.78294822087
1789,97432.40194336306
1790,85401.30141424312
1791,191208.0878613902
1792,156079.82018774783
1793,129166.1092569955
1794,146220.44530699647
1795,133629.20443723773
1796,131871.74428313153
1797,122821.7168354988
1798,117614.42372633582
1799,110787.08185738536
1800,132108.2305866218
1801,129829.25874034097
1802,133821.1853866227
1803,156510.74502397142
1804,143789.00155270158
1805,138558.4897272209
1806,122727.6079845891
1807,130093.22386448437
1808,111036.83550457835
1809,123400.76715061636
1810,141211.11103189475
1811,92229.69569751662
1812,91768.14476610962
1813,122435.51937288496
1814,95549.43681175675
1815,50902.87742274086
1816,103518.71952609926
1817,108553.16327489587
1818,140759.64745771742
1819,124865.29336129846
1820,49375.66940928991
1821,109921.96593307299
1822,149873.10472555162
1823,40834.33834236152
1824,125976.31606276908
1825,138089.2855674198
1826,101127.373524219
1827,101404.41908187923
1828,135695.26893200073
1829,113587.41609780169
1830,130343.66743128664
1831,141754.2650094544
1832,99110.53797198151
1833,140295.44033278216
1834,124791.20538889356
1835,135770.77229492637
1836,121542.96477113862
1837,87969.66134809428
1838,126696.71413361774
1839,87020.4254898938
1840,154251.40761322118
1841,136461.43920282368
1842,86294.21918095242
1843,137659.71763627994
1844,134839.21811328985
1845,142552.14477471553
1846,160376.77115137232
1847,159460.9938091206
1848,52610.83717985034
1849,107091.72861716255
1850,125306.09576446655
1851,153157.36848180057
1852,123480.41681109545
1853,135105.27792958345
1854,170300.915126055
1855,153058.6634417005
1856,226798.2137715639
1857,151827.91761298614
1858,136963.408058641
1859,118558.58732452478
1860,153407.67005102057
1861,118899.55145268573
1862,277055.2947114966
1863,273623.2589629336
1864,273623.2589629336
1865,307452.68554961495
1866,343239.429442994
1867,231868.32709395426
1868,323779.24179330445
1869,207627.60813830476
1870,225646.34681395176
1871,240581.86466392656
1872,172371.94650059988
1873,242713.74208025105
1874,144786.7125043839
1875,192849.68125743384
1876,201699.17909389103
1877,208369.92318880153
1878,200585.91529330556
1879,132569.6624756679
1880,135207.78844685163
1881,248422.41958954843
1882,253632.6623692133
1883,196978.15198083696
1884,210565.77427948592
