SK_ID_CURR,TARGET
100001,0.06505115350365896
100005,0.12640086286207208
100013,0.0812388348175381
100028,0.06150936361445506
100038,0.12830764326246133
100042,0.05589356265430258
100057,0.08303505659957812
100065,0.1254701494540474
100066,0.050359062441852995
100067,0.10329456967704846
100074,0.0632456135874924
100090,0.11512749959390182
100091,0.11715822104511218
100092,0.09810110738049076
100106,0.15582105555336895
100107,0.11181272003296598
100109,0.0985698236443112
100117,0.0762164392545638
100128,0.07349350185004867
100141,0.08792808085047797
100150,0.07549698001080188
100168,0.06499484686526805
100169,0.044324958226132305
100170,0.0869033909188971
100171,0.09982796639888057
100172,0.12153726652090673
100184,0.07391717210447445
100187,0.061739081507788805
100212,0.08580741486609227
100222,0.08476303380360352
100223,0.06309495139766638
100232,0.07324641756621225
100241,0.1411894160301816
100245,0.07944665703268997
100253,0.06144341107720477
100256,0.0945055225006065
100271,0.05483319047297365
100278,0.10646984965464183
100280,0.07066897821557806
100306,0.1538884559946222
100311,0.10708583173122699
100312,0.0635420641177886
100330,0.07495907404325676
100331,0.0894773443603707
100352,0.09284457873378954
100358,0.09300646295957897
100367,0.08562889481562194
100382,0.08528106471159594
100384,0.07421528114337468
100385,0.11568043013464611
100386,0.09037798935695132
100399,0.07180169163277555
100404,0.0692637614287725
100416,0.07177980818878776
100422,0.12102744691321059
100426,0.07943465420508557
100438,0.06845415904714296
100444,0.11472582332051404
100445,0.12338752376867869
100446,0.11718791412933037
100447,0.06484685933662425
100450,0.07368489794081397
100466,0.08577776882932897
100483,0.0728852833188856
100484,0.052560838077373696
100494,0.08403868913148659
100510,0.1255061236427395
100512,0.059550916846472644
100517,0.06955169980080025
100548,0.05836370540743317
100551,0.0700706644788238
100552,0.12561887882021758
100553,0.08592070699338511
100561,0.09290545248633324
100568,0.12349820383732113
100569,0.06932599505218803
100591,0.09532500450649674
100592,0.0478670004799343
100602,0.10761530978210718
100607,0.0791573375212147
100613,0.08342402592094014
100617,0.07819070190652495
100618,0.0914086441033471
100622,0.1635419474665524
100625,0.12431263176237183
100677,0.08352778474211328
100699,0.07670660572911968
100702,0.1367798629986977
100711,0.08414673212557183
100729,0.1370049868961546
100740,0.11816033287164764
100744,0.1048265472005228
100745,0.10250459482496345
100747,0.10006022563221778
100751,0.11105572463681837
100752,0.08554727492674787
100753,0.14571359597809894
100754,0.09584956063196272
100760,0.10778869724450355
100762,0.09414765932663507
100763,0.07689646213231555
100765,0.07605647559910421
100770,0.10165115911132175
100772,0.08600916255940479
100777,0.08513413574717511
100791,0.06889436622965475
100792,0.05947658166287268
100797,0.0881767537547674
100823,0.09451281696192217
100826,0.09202204145795938
100830,0.06687916893389156
100836,0.13168645541781843
100872,0.08325691765578369
100910,0.08810221959395798
100913,0.05843467780953753
100918,0.0793786467353847
100931,0.05514747184902418
100952,0.11949028480529321
100953,0.10172954239413715
100965,0.10498516324440428
100970,0.08125807408719686
100982,0.12076705043209846
100983,0.08480641018997764
100984,0.06855209535901982
100987,0.11510383336707536
100997,0.09121567065736018
100998,0.1314093219068116
101002,0.09746583153356282
101005,0.1345343870995148
101008,0.12053593394277923
101020,0.09440688168206633
101021,0.09105592060098774
101024,0.09414318667965502
101025,0.1271110342296224
101026,0.09416244449873656
101031,0.08579609370327174
101041,0.05721681798444143
101051,0.06411509120527614
101055,0.08877760222898094
101056,0.1311208831706193
101057,0.1018760847997889
101064,0.07281106654750827
101079,0.07948754488696322
101087,0.08834801209149978
101090,0.06424746086440272
101092,0.09062466161434936
101097,0.09630861490977705
101099,0.05557693052080138
101107,0.08948925292336833
101118,0.09101263913059848
101125,0.09791544727678902
101126,0.08149108478468299
101128,0.09538579307817156
101136,0.12997008966990398
101140,0.10720188790181273
101149,0.07461143447731619
101160,0.08020977113151717
101169,0.11390470408143112
101181,0.07426691984170433
101186,0.05765661341740575
101190,0.0993531753468606
101193,0.11827633062849448
101194,0.08977073088165728
101198,0.0975372898834681
101200,0.07655872406535705
101204,0.09941226420334154
101211,0.08185972107005521
101213,0.08381076173089543
101223,0.07259101388072683
101225,0.09344779613202268
101237,0.07531944108282394
101243,0.07945522275754165
101244,0.10902938959099717
101258,0.06844657332981623
101259,0.1546726568165295
101268,0.10278010414570825
101269,0.06505812947658034
101271,0.11227443019629094
101279,0.07017851485663779
101281,0.08675545030959651
101287,0.07470331555638916
101292,0.09197170296561245
101294,0.07760337849291882
101296,0.06648767601102709
101297,0.08110229421754483
101299,0.06148473392716896
101301,0.0760256022284799
101305,0.07619891274800904
101308,0.06827367638008094
101318,0.05586963792807128
101327,0.11159211858804333
101329,0.10362561142012613
101332,0.06396691855061877
101337,0.09168784393150166
101343,0.06388734144858885
101345,0.08158181306324616
101346,0.08891070555660702
101353,0.05328849619047395
101354,0.11075568545317828
101355,0.09436582916170352
101356,0.05658809081128676
101362,0.11095251812528781
101363,0.12558045767131
101365,0.07995412028656308
101366,0.09505243984275771
101367,0.12163139249713453
101368,0.055688458735560796
101374,0.1243670999902816
101380,0.060180631636575097
101383,0.06512768652959436
101398,0.05287841078254085
101399,0.13350063675648977
101401,0.09513324466099017
101412,0.10100610108262868
101426,0.10497692887101147
101427,0.14243982129951305
101428,0.10161036787567973
101429,0.09574422878772049
101434,0.06867664445817603
101440,0.09161461578235235
101448,0.09507097994165088
101449,0.07985483516461513
101465,0.07580329546110756
101467,0.06605088216865987
101472,0.1470285512388134
101478,0.08041520275221406
101497,0.08472821055468165
101504,0.06458279545356031
101547,0.08596212803680235
101548,0.10034209614320325
101555,0.07559559617145481
101570,0.09253191541572013
101572,0.07042053809183191
101578,0.07814501045221223
101580,0.10305693443213693
101588,0.0997245461160434
101602,0.07756004858257431
101610,0.10215052768655773
101614,0.1171122646346627
101616,0.09655276252154923
101643,0.09230293852022353
101644,0.09720392170050232
101649,0.0867629555147062
101650,0.10121278569942449
101665,0.06121208602950371
101667,0.12991626904580733
101669,0.05752444682155491
101674,0.13380930525746473
101675,0.08503792386196947
101678,0.10503892932241558
101682,0.08020617873062245
101686,0.09367536577004741
101697,0.12863071227046474
101700,0.09284068551754189
101711,0.06729681832219991
101714,0.05080583009048298
101715,0.10639287177796616
101728,0.09453383029893188
101732,0.0716739609158954
101757,0.08982194032625475
101758,0.10216048712893745
101759,0.10332324690632295
101762,0.05048136047730652
101764,0.07314549836923193
101780,0.11629200847582526
101784,0.08773853384263819
101789,0.07161647984658741
101816,0.08203210607908937
101819,0.058869875027922305
101827,0.043593853829173176
101863,0.0832048283421125
101867,0.10188718859519993
101870,0.07286242833501123
101873,0.10268604174661358
101878,0.09462086584786145
101879,0.05546307945088563
101880,0.07135927342163663
101887,0.11010805266856635
101897,0.0629736773277347
101901,0.06369490671146759
101903,0.1490737118230769
101920,0.06964216995217967
101921,0.08281902673072326
101922,0.0800694343091089
101961,0.15337247773757148
